geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state,geolocation_records
13010,-22.90437708368826,-47.05895209128777,campinas,SP,117
13013,-22.906134398331158,-47.063455759433396,campinas,SP,55
13015,-22.904213692481406,-47.05654899637804,campinas,SP,129
13020,-22.898535319255775,-47.067913012524386,campinas,SP,66
13023,-22.89384803253408,-47.06133702244195,campinas,SP,80
13024,-22.892119186598126,-47.05458135882981,campinas,SP,125
13025,-22.89838731739939,-47.051640547454824,campinas,SP,146
13026,-22.912451674236532,-47.04911549910742,campinas,SP,96
13030,-22.924969862053615,-47.07428354596362,campinas,SP,65
13031,-22.91974562608373,-47.08545006284698,campinas,SP,72
13032,-22.90787506147104,-47.085034848366966,campinas,SP,10
13033,-22.90493675256665,-47.0970847230203,campinas,SP,90
13034,-22.90936912513257,-47.09076806719007,campinas,SP,51
13035,-22.91163569455388,-47.0747633444191,campinas,SP,93
13036,-22.91947341080244,-47.06863500383827,campinas,SP,37
13040,-22.93942997754596,-47.05945875329188,campinas,SP,169
13041,-22.919581236170725,-47.05723143749277,campinas,SP,110
13042,-22.94626727954731,-47.05049823985393,campinas,SP,95
13043,-22.934052783934792,-47.04149327512879,campinas,SP,44
13044,-22.94201063901168,-47.042321116234056,campinas,SP,84
13045,-22.933999074895695,-47.0330400441391,campinas,SP,86
13046,-22.934709833532807,-47.020690121451175,campinas,SP,19
13049,-22.94823833181119,-47.08004442285132,campinas,SP,29
13050,-22.94038299392597,-47.09526288732753,campinas,SP,191
13051,-22.959176341060605,-47.08841447100673,campinas,SP,39
13052,-22.97774492891905,-47.1041530696193,campinas,SP,52
13053,-23.024933870653065,-47.11602451997855,campinas,SP,28
13054,-22.97413138758236,-47.12644955885273,campinas,SP,111
13056,-22.97510045616461,-47.142925230302296,campinas,SP,157
13057,-22.972177127739343,-47.16411864221615,campinas,SP,21
13058,-22.951786190276994,-47.183933068148264,campinas,SP,86
13059,-22.942673177094182,-47.15320354544112,campinas,SP,65
13060,-22.931980169327545,-47.11184149169854,campinas,SP,239
13061,-22.91127562068369,-47.11467894844891,campinas,SP,52
13063,-22.88922927868442,-47.1085156313,campinas,SP,39
13064,-22.900296724955908,-47.000376207127,campinas,SP,60
13065,-22.881662979596374,-47.126000666911445,campinas,SP,29
13067,-22.88744258227838,-47.14091707601181,campinas,SP,33
13068,-22.863075231369574,-47.14998118893472,campinas,SP,50
13069,-22.847124527138718,-47.13988679860964,campinas,SP,27
13070,-22.89205755456594,-47.08244278411783,campinas,SP,222
13073,-22.88460270536805,-47.06730188388008,campinas,SP,129
13076,-22.88170855771708,-47.05046426694718,campinas,SP,89
13077,-22.87782250112632,-47.04251003049261,campinas,SP,27
13080,-22.852838896649487,-47.075697471660256,campinas,SP,88
13081,-22.85740792114335,-47.067493234800466,campinas,SP,32
13082,-22.841108341963047,-47.10388889500998,campinas,SP,71
13083,-22.816656860200855,-47.071274052071395,campinas,SP,109
13084,-22.823420763935182,-47.08719295680403,campinas,SP,107
13085,-22.791069250515495,-47.08099870691227,campinas,SP,71
13086,-22.820556839802265,-47.05109826059328,campinas,SP,34
13087,-22.85798998347003,-47.05305088047734,campinas,SP,282
13088,-22.859827954098073,-47.03822923832903,campinas,SP,82
13090,-22.887802678045407,-47.03827277348356,campinas,SP,66
13091,-22.877397525375304,-47.02946851223153,campinas,SP,117
13092,-22.89500060780138,-47.034835548930815,campinas,SP,130
13097,-22.846425889636095,-47.02476795983293,campinas,SP,35
13098,-22.81624790075628,-47.022836518501535,campinas,SP,94
13100,-22.91425500946327,-47.038841221159934,campinas,SP,146
13101,-22.9140200060427,-47.01353540823247,campinas,SP,91
13104,-22.862234836097517,-46.976608256546086,campinas,SP,89
13105,-22.888413155714876,-46.98442198157682,campinas,SP,69
13106,-22.885998814164026,-46.97339319793575,campinas,SP,64
13107,-22.872983576567275,-46.95984920765624,campinas,SP,14
13140,-22.76960017971,-47.150402273886904,paulinia,SP,347
13141,-22.79357602214079,-47.15676076906817,paulinia,SP,61
13142,-22.782167915490533,-47.178161063769345,paulinia,SP,155
13145,-22.735332235607455,-47.17665406567105,paulinia,SP,207
13146,-22.727983118438654,-47.167445482161156,paulinia,SP,30
13148,-22.777094880902556,-47.11265601762946,paulinia,SP,100
13150,-22.641854186411003,-47.189385100712386,cosmopolis,SP,295
13152,-22.638667316308418,-47.17961468937986,cosmopolis,SP,30
13155,-22.630271664119405,-47.18872883250237,cosmopolis,SP,32
13160,-22.571207861628345,-47.1657687687331,artur nogueira,SP,340
13165,-22.487817723352375,-47.20455471253452,engenheiro coelho,SP,71
13170,-22.822136510808804,-47.27033542521255,sumare,SP,146
13171,-22.832068060764513,-47.270520313249,sumare,SP,125
13172,-22.815393536423954,-47.28640463224873,sumare,SP,102
13173,-22.800386925466352,-47.27589886745043,sumare,SP,74
13174,-22.81465309875304,-47.26078830509768,sumare,SP,81
13175,-22.81799186292258,-47.241101264118676,sumare,SP,173
13177,-22.8092803637171,-47.22657022133302,sumare,SP,112
13178,-22.804314962307636,-47.20596316089543,sumare,SP,186
13179,-22.820762409611284,-47.171513139039945,sumare,SP,85
13180,-22.837739320882502,-47.16973298107891,sumare,SP,73
13181,-22.84119404823571,-47.19169320126285,sumare,SP,217
13183,-22.855032497056975,-47.213030019592104,hortolandia,SP,153
13184,-22.87028331384691,-47.21241406363177,hortolandia,SP,243
13185,-22.892791605649712,-47.17384949978643,hortolandia,SP,280
13186,-22.889982360458344,-47.19898012005198,hortolandia,SP,260
13187,-22.896231986178805,-47.215792016041725,hortolandia,SP,81
13188,-22.898208677626016,-47.237755899494985,hortolandia,SP,175
13189,-22.875117835341573,-47.23312446878663,hortolandia,SP,18
13190,-22.944389409694327,-47.295351221518395,monte mor,SP,212
13201,-23.18605172347782,-46.88591474647437,jundiai,SP,191
13202,-23.204103869609316,-46.872590096658506,jundiai,SP,128
13203,-23.21567530932747,-46.86036675853519,jundiai,SP,117
13205,-23.24740332174398,-46.85464065410208,jundiai,SP,43
13206,-23.211336157869347,-46.88030293880771,jundiai,SP,107
13207,-23.201341019308913,-46.887848147639055,jundiai,SP,116
13208,-23.194814317428445,-46.896799281008164,jundiai,SP,156
13209,-23.181061781834313,-46.903643278482534,jundiai,SP,115
13210,-23.220872853278074,-46.885088328565196,jundiai,SP,93
13211,-23.189420416902372,-46.921573347175126,jundiai,SP,193
13212,-23.176397106134754,-46.97415662176983,jundiai,SP,336
13213,-23.15508948167051,-46.98567021144163,jundiai,SP,73
13214,-23.157994972014635,-46.91819985268586,jundiai,SP,325
13215,-23.169668058717317,-46.88671516416495,jundiai,SP,74
13216,-23.170084199458064,-46.87358089920146,jundiai,SP,70
13218,-23.17397191923417,-46.852864160619646,jundiai,SP,180
13219,-23.188409628905863,-46.85398781828781,jundiai,SP,138
13220,-23.210967628968906,-46.84481900005691,varzea paulista,SP,49
13221,-23.195121005761028,-46.83038266241374,varzea paulista,SP,24
13222,-23.195552048182364,-46.8216951401123,varzea paulista,SP,47
13223,-23.215794863132842,-46.810317460774115,varzea paulista,SP,35
13224,-23.218702229039696,-46.83249590862526,varzea paulista,SP,53
13225,-23.226758388259334,-46.84494451524311,varzea paulista,SP,80
13231,-23.20128136696906,-46.781863782593305,campo limpo paulista,SP,49
13232,-23.211746332732215,-46.762875138051314,campo limpo paulista,SP,72
13236,-23.22310017153819,-46.79620853748901,campo limpo paulista,SP,46
13238,-23.235143032966782,-46.769304132239874,campo limpo paulista,SP,28
13240,-23.096492254601632,-46.71792466026417,jarinu,SP,67
13250,-23.003301740276893,-46.83771515499861,itatiba,SP,44
13251,-22.995761860301517,-46.83646157527841,itatiba,SP,62
13252,-22.967798135167154,-46.80701951445389,itatiba,SP,5
13253,-23.002859858736702,-46.82420582829658,itatiba,SP,77
13254,-23.012270229296206,-46.81354512889948,itatiba,SP,51
13255,-23.042647193781228,-46.84408199622023,itatiba,SP,76
13256,-23.009699088836335,-46.854334509874796,itatiba,SP,76
13257,-22.988257375889454,-46.85396269506087,itatiba,SP,28
13260,-22.875938478414557,-46.793434706878294,morungaba,SP,36
13270,-22.975458140722314,-47.00268239234955,valinhos,SP,65
13271,-22.97277234041519,-47.01224083195557,valinhos,SP,73
13272,-22.95160188753168,-47.00199555891176,valinhos,SP,162
13273,-22.947210194441976,-46.97742204543267,valinhos,SP,78
13274,-22.966001104708425,-46.97884176166376,valinhos,SP,73
13275,-22.98031162983633,-46.98526687545999,valinhos,SP,89
13276,-22.979943849640843,-46.99537068151859,valinhos,SP,43
13277,-22.990617033363584,-46.99726284808287,valinhos,SP,55
13278,-23.00020257591201,-47.01655479937756,valinhos,SP,67
13279,-23.009535593925207,-47.018066493164845,valinhos,SP,16
13280,-23.03147727948153,-46.981116767869366,vinhedo,SP,181
13283,-23.037366840073478,-46.977116911228286,vinhedo,SP,42
13284,-23.034454768574385,-46.98122363680282,vinhedo,SP,36
13285,-23.035543387492346,-47.00577338179383,vinhedo,SP,49
13289,-23.040252315552845,-46.97978203613953,vinhedo,SP,61
13290,-23.08550507419915,-46.95954096067056,louveira,SP,159
13295,-23.15730622830591,-47.05406044642659,itupeva,SP,176
13300,-23.265813207764527,-47.29944428743784,itu,SP,149
13301,-23.255214180621863,-47.29782024690446,itu,SP,125
13304,-23.275224884481876,-47.27700912423855,itu,SP,141
13306,-23.287263507717274,-47.28094663612593,itu,SP,77
13308,-23.3853839463372,-47.33848581443807,itu,SP,164
13309,-23.281596661742267,-47.29437377283496,itu,SP,136
13310,-23.275310701223678,-47.30712533216185,itu,SP,187
13311,-23.262942394092214,-47.31557122150695,itu,SP,92
13313,-23.247932027442513,-47.31563631288282,itu,SP,57
13315,-23.272925280139958,-47.0846305931781,cabreuva,SP,102
13318,-23.2831637647373,-46.29752132500832,jacare,SP,45
13320,-23.202746267669983,-47.295866446946924,salto,SP,134
13321,-23.191964626452798,-47.290258033420066,salto,SP,122
13322,-23.192903749104516,-47.27530969607761,salto,SP,121
13323,-23.216315286771447,-47.27159350089575,salto,SP,175
13324,-23.209471278916478,-47.309228892238536,salto,SP,73
13326,-23.19350547115315,-47.30970632261705,salto,SP,28
13327,-23.179531489945607,-47.31338383666045,salto,SP,144
13328,-23.175066042459644,-47.33865064197116,salto,SP,11
13329,-23.16195430694798,-47.30420373598743,salto,SP,37
13330,-23.0863391564841,-47.21688683643498,indaiatuba,SP,245
13331,-23.074269544490605,-47.226835523578636,indaiatuba,SP,139
13332,-23.057534124689322,-47.21804642138666,indaiatuba,SP,61
13333,-23.073328740576883,-47.21005965359054,indaiatuba,SP,68
13334,-23.082208154800973,-47.20343252782786,indaiatuba,SP,122
13335,-23.075522001840213,-47.19699724754163,indaiatuba,SP,100
13336,-23.062085819088384,-47.188515755072586,indaiatuba,SP,41
13337,-23.06185340896599,-47.1686069990525,indaiatuba,SP,29
13338,-23.088882070890165,-47.19267768262214,indaiatuba,SP,76
13339,-23.092115290171787,-47.20086129070291,indaiatuba,SP,107
13340,-23.098378596236117,-47.18299469206071,indaiatuba,SP,97
13341,-23.121257509071935,-47.1664214850952,indaiatuba,SP,29
13342,-23.132701429408453,-47.18411391559099,indaiatuba,SP,14
13343,-23.100489182783278,-47.2069414225915,indaiatuba,SP,95
13345,-23.10225857673757,-47.222378160361714,indaiatuba,SP,160
13346,-23.117971321642283,-47.22778675742879,indaiatuba,SP,107
13347,-23.134112877805087,-47.22797514137569,indaiatuba,SP,64
13348,-23.116399349149923,-47.23782654156258,indaiatuba,SP,324
13360,-22.997483794858958,-47.505725105505064,capivari,SP,321
13370,-23.017863885236956,-47.5287510906979,rafard,SP,42
13375,-20.56936647541443,-46.02311914850127,mombuca,SP,7
13380,-22.785778889541046,-47.312537141740734,nova odessa,SP,76
13387,-22.777256055092117,-47.28318210696585,nova odessa,SP,47
13390,-22.842321876787764,-47.60705361138728,rio das pedras,SP,148
13400,-22.72591927501642,-47.651635811139556,piracicaba,SP,155
13401,-22.752482799036017,-47.65917249272996,piracicaba,SP,123
13402,-22.7482791791705,-47.67199285331236,piracicaba,SP,45
13403,-22.723826526212957,-47.672897830228365,piracicaba,SP,111
13405,-22.708702100662567,-47.664700852471455,piracicaba,SP,175
13408,-22.67206791185116,-47.69572533972834,piracicaba,SP,43
13411,-22.670100311395657,-47.68745994590649,piracicaba,SP,54
13412,-22.682286408835736,-47.662111832661616,piracicaba,SP,77
13414,-22.691518954467206,-47.640952768102984,piracicaba,SP,26
13415,-22.706970558711525,-47.59475322169452,piracicaba,SP,2
13416,-22.71690158165374,-47.64018826320613,piracicaba,SP,131
13417,-22.73987798156068,-47.63618969875937,piracicaba,SP,98
13418,-22.725079692431567,-47.630333420285545,piracicaba,SP,88
13419,-22.729029230512737,-47.6411480898057,piracicaba,SP,136
13420,-22.73595274251212,-47.61839862005819,piracicaba,SP,165
13421,-22.769761724280997,-47.59727991098112,piracicaba,SP,25
13422,-22.750239757060193,-47.60243087899415,piracicaba,SP,18
13423,-22.757692968580447,-47.5923053059093,piracicaba,SP,54
13424,-22.749481886689026,-47.64546148891776,piracicaba,SP,66
13425,-22.75455659447897,-47.620841411360644,piracicaba,SP,84
13426,-22.76287427435325,-47.628370056992935,piracicaba,SP,37
13432,-22.676147267600527,-47.772230748330024,piracicaba,SP,7
13440,-22.84516995720277,-47.6774259881999,saltinho,SP,23
13450,-22.75788292012536,-47.41705497247527,santa barbara d'oeste,SP,146
13451,-22.74505018345025,-47.42043526753408,santa barbara d'oeste,SP,37
13452,-22.730988953101335,-47.4093459022908,santa barbara d'oeste,SP,1
13453,-22.73506396921331,-47.3993689803177,santa barbara d'oeste,SP,80
13454,-22.74060229553914,-47.37582085471676,santa barbara d'oeste,SP,124
13455,-22.726492189390754,-47.368069249056276,santa barbara d'oeste,SP,82
13456,-22.75709691277636,-47.37609423222235,santa barbara d'oeste,SP,84
13457,-22.767878146745,-47.38550081126994,santa barbara d'oeste,SP,44
13458,-22.77339791492674,-47.40596575462711,santa barbara d'oeste,SP,46
13460,-22.78503597435333,-47.295187414369096,nova odessa,SP,70
13465,-22.74373907712192,-47.33699738819053,americana,SP,126
13466,-22.75345124407542,-47.32701632231296,americana,SP,94
13467,-22.769601469495434,-47.339790488872616,americana,SP,104
13468,-22.754937621777128,-47.34940396715031,americana,SP,121
13469,-22.729530227308835,-47.35620012960916,americana,SP,82
13470,-22.71737712510739,-47.3546265821342,americana,SP,76
13471,-22.726194334553124,-47.337254625787715,americana,SP,62
13472,-22.72595185576499,-47.3164545822884,americana,SP,76
13473,-22.72062533010144,-47.307236879847224,americana,SP,114
13474,-22.705059493303747,-47.2942847510832,americana,SP,92
13477,-22.73738877505413,-47.30046810994614,americana,SP,78
13478,-22.7436469198625,-47.31203571315088,americana,SP,120
13479,-22.758026433771725,-47.2869273225229,americana,SP,17
13480,-22.570721481502535,-47.40309520372462,limeira,SP,217
13481,-22.600004259281896,-47.40712858731963,limeira,SP,212
13482,-22.579985822110903,-47.42866004567683,limeira,SP,150
13483,-22.560755022881633,-47.44649444065285,limeira,SP,83
13484,-22.555991404059693,-47.42206037839757,limeira,SP,138
13485,-22.54568085822919,-47.39100328311059,limeira,SP,76
13486,-22.565964761592497,-47.38380603235934,limeira,SP,137
13487,-22.583825650676165,-47.37638610949688,limeira,SP,59
13490,-22.48176356448013,-47.459958340316014,cordeiropolis,SP,96
13495,-22.586590147687158,-47.514344852283166,iracemapolis,SP,97
13500,-22.40895214371238,-47.563680414821135,rio claro,SP,343
13501,-22.425778361057304,-47.56043670032238,rio claro,SP,135
13502,-22.436043436888557,-47.58035618624017,rio claro,SP,208
13503,-22.412926935778415,-47.57929587700935,rio claro,SP,213
13504,-22.392136581834077,-47.57768122006809,rio claro,SP,218
13505,-22.37849011300643,-47.565194684429564,rio claro,SP,149
13506,-22.391765540585514,-47.548511125728616,rio claro,SP,375
13510,-22.453204812282447,-47.534630057614194,santa gertrudes,SP,142
13515,-22.511338452260038,-47.77588446279597,charqueada,SP,95
13520,-22.55124525869923,-47.90659642198052,sao pedro,SP,202
13540,-22.228275512140172,-47.622972858108,corumbatai,SP,29
13550,-22.12448307795461,-47.66233977037924,analandia,SP,28
13560,-22.015004364801605,-47.89018108556098,sao carlos,SP,431
13561,-22.01445177696217,-47.90841744167092,sao carlos,SP,153
13562,-22.004957566185027,-47.91473642219969,sao carlos,SP,123
13563,-21.986829403421467,-47.92561804201331,sao carlos,SP,168
13564,-21.996127081910245,-47.900956746048266,sao carlos,SP,117
13565,-21.9727792732171,-47.894128067677954,sao carlos,SP,148
13566,-21.999484484661423,-47.88750366919187,sao carlos,SP,159
13567,-22.00697741180935,-47.87040257247772,sao carlos,SP,107
13568,-22.005220870242518,-47.85621631942498,sao carlos,SP,162
13569,-22.016927097859043,-47.87457058864055,sao carlos,SP,103
13570,-22.030322642781435,-47.87949202618185,sao carlos,SP,99
13571,-22.03177499552465,-47.86784580608513,sao carlos,SP,55
13573,-22.060051378354107,-47.90246169158984,sao carlos,SP,76
13574,-22.027570000897718,-47.900721880222925,sao carlos,SP,136
13575,-22.033506163362237,-47.908924834284264,sao carlos,SP,151
13580,-22.081623849526718,-48.22036238417816,ribeirao bonito,SP,41
13590,-22.111603906846536,-48.314428984681655,dourado,SP,66
13600,-22.355359127465096,-47.384915976643846,araras,SP,195
13601,-22.37006124500208,-47.38887462828356,araras,SP,111
13602,-22.36459021058877,-47.39498451637293,araras,SP,31
13603,-22.349908077989376,-47.40075340499851,araras,SP,122
13604,-22.33625019177183,-47.38116671311143,araras,SP,149
13605,-22.346404710971118,-47.36901614515177,araras,SP,21
13606,-22.35406719356518,-47.33509488865542,araras,SP,116
13607,-22.36916997475874,-47.362793483002676,araras,SP,245
13609,-22.379486304301004,-47.379882475922344,araras,SP,42
13611,-22.19488462906675,-47.378202675173,leme,SP,80
13612,-22.193600042478142,-47.40469923841378,leme,SP,37
13613,-22.181647599313436,-47.404266712265496,leme,SP,66
13616,-22.173198534114963,-47.373421669583486,leme,SP,44
13617,-22.187062086757393,-47.37119724771056,leme,SP,110
13625,-22.138587299018713,-47.45460184390611,santa cruz da conceicao,SP,31
13630,-21.994466598287346,-47.42819522253257,pirassununga,SP,159
13631,-22.016230021078254,-47.42398672830743,pirassununga,SP,107
13632,-22.01327199468417,-47.41515436456504,pirassununga,SP,95
13633,-22.01870996108974,-47.430647021979276,pirassununga,SP,56
13635,-21.974027665543204,-47.427078505542234,pirassununga,SP,74
13636,-21.99020007060543,-47.415851362409924,pirassununga,SP,43
13640,-21.94513137665399,-47.367170913183365,pirassununga,SP,9
13641,-21.931770844716947,-47.3698129495408,pirassununga,SP,9
13650,-21.82656001816575,-47.24871819241543,santa cruz das palmeiras,SP,172
13660,-21.866032425983516,-47.4781017581213,porto ferreira,SP,340
13670,-21.703553428587647,-47.48280676309555,santa rita do passa quatro,SP,172
13690,-21.908634153727803,-47.6195840295051,descalvado,SP,179
13700,-21.789190389997472,-47.07232828087684,casa branca,SP,166
13710,-21.703495030535553,-47.276353860301036,tambau,SP,105
13720,-21.582987429934313,-46.94775856933444,sao jose do rio pardo,SP,429
13730,-21.466660105003786,-47.00530729612842,mococa,SP,75
13731,-21.46463795262325,-47.018006347621714,mococa,SP,37
13733,-21.456753030411576,-47.00587428230458,mococa,SP,46
13735,-21.47289191086977,-46.997082093249304,mococa,SP,42
13736,-21.48198598103537,-47.00538902817873,mococa,SP,45
13760,-21.472495940036872,-46.74849920183369,tapiratiba,SP,88
13770,-21.528683722343338,-46.64505089436829,caconde,SP,110
13780,-21.661406822890473,-46.73662296127121,divinolandia,SP,78
13790,-21.710870954893334,-46.82083536657486,sao sebastiao da grama,SP,49
13800,-22.43724449758527,-46.96545705034646,mogi mirim,SP,183
13801,-22.438585382264673,-46.952188251866374,mogi mirim,SP,95
13802,-22.436899908376112,-46.93652617736022,mogi mirim,SP,71
13803,-22.461559601994644,-46.97495192099507,mogi mirim,SP,66
13806,-22.420002291515978,-46.96800110638154,mogi mirim,SP,189
13807,-22.409495973729328,-46.95544666295389,mogi mirim,SP,97
13820,-22.69294884489288,-46.98287754029338,jaguariuna,SP,520
13825,-22.633046009436132,-47.05260391223774,holambra,SP,208
13830,-22.60561843199777,-46.920447238133505,santo antonio de posse,SP,162
13835,-22.338398569332117,-47.1683209783616,conchal,SP,191
13840,-22.366040649505827,-46.93816713358193,mogi-guacu,SP,118
13841,-22.364963223378926,-46.92438594468527,mogi-guacu,SP,38
13843,-22.383407730307617,-46.93598735087051,mogi-guacu,SP,139
13844,-22.38343651404282,-46.947926542619655,mogi-guacu,SP,103
13845,-22.356314123198462,-46.9512633640901,mogi-guacu,SP,145
13846,-22.33277427705416,-46.94968396481364,mogi-guacu,SP,143
13847,-22.350097224332373,-46.941155690979315,mogi-guacu,SP,110
13848,-22.33978411439518,-46.924309679539405,mogi-guacu,SP,194
13857,-22.274617698782976,-46.952843895583676,estiva gerbi,SP,50
13860,-22.056968661722404,-46.97611915060669,aguai,SP,197
13870,-21.973167687922786,-46.79459474749641,sao joao da boa vista,SP,246
13871,-21.980920396602148,-46.80056800368527,sao joao da boa vista,SP,65
13872,-21.987861786794333,-46.80681381631854,sao joao da boa vista,SP,83
13874,-21.969838473441065,-46.77471622896682,sao joao da boa vista,SP,159
13876,-21.995959859554986,-46.782939036620526,sao joao da boa vista,SP,106
13880,-21.834918641034367,-46.89918572591992,vargem grande do sul,SP,238
13890,-21.94008777133928,-46.71391248489887,aguas da prata,SP,59
13900,-22.703127966651635,-46.766321367772875,amparo,SP,163
13901,-22.700250708178448,-46.77331904709085,amparo,SP,88
13903,-22.71386092511667,-46.76612661301402,amparo,SP,51
13904,-22.716115971598075,-46.778039302430166,amparo,SP,101
13905,-22.710900736908858,-46.80139536275989,amparo,SP,175
13908,-22.721605279768422,-46.844150475904215,amparo,SP,22
13911,-22.701125328194543,-46.98829332697691,jaguariúna,SP,19
13912,-22.687275506720226,-46.983325913689576,jaguariuna,SP,23
13920,-22.74032548616481,-46.896753691339335,pedreira,SP,408
13930,-22.614621137795265,-46.709593428612386,serra negra,SP,226
13940,-22.477153463969263,-46.61937324894832,aguas de lindoia,SP,202
13950,-22.52341229265341,-46.64639741174917,lindoia,SP,61
13960,-22.596373040143575,-46.50720671996104,socorro,SP,245
13970,-22.438586857786024,-46.82117857619129,itapira,SP,90
13971,-22.420274856978377,-46.82169871842941,itapira,SP,66
13972,-22.432932956159277,-46.81436237994546,itapira,SP,98
13973,-22.450686016642102,-46.80442301625253,itapira,SP,98
13974,-22.437809628313715,-46.828876395047814,itapira,SP,105
13976,-22.423670477262608,-46.83237363814914,itapira,SP,114
13990,-22.193296313700355,-46.75319181794205,espirito santo do pinhal,SP,325
14010,-21.17953956854023,-47.80859764825491,ribeirao preto,SP,147
14015,-21.181218575214736,-47.80747857476067,ribeirao preto,SP,189
14020,-21.201064692224882,-47.802366376021745,ribeirao preto,SP,408
14021,-21.213809752116315,-47.79487457172355,ribeirao preto,SP,285
14022,-21.229870113808598,-47.787102468007,ribeirao preto,SP,57
14024,-21.215295118892477,-47.80819445967424,ribeirao preto,SP,61
14025,-21.193638491208656,-47.81519785770766,ribeirao preto,SP,204
14026,-21.214889830150028,-47.82160048649502,ribeirao preto,SP,189
14027,-21.223533543713224,-47.83104529239533,ribeirao preto,SP,106
14030,-21.188418727804688,-47.82938435475035,ribeirao preto,SP,241
14031,-21.20102722747161,-47.84481434920348,ribeirao preto,SP,132
14040,-21.22765567189718,-47.92878828966958,ribeirao preto,SP,31
14050,-21.1728614527507,-47.82369973956137,ribeirao preto,SP,169
14051,-21.164388613159677,-47.83692425185767,ribeirao preto,SP,130
14055,-21.15700584776457,-47.824920843296205,ribeirao preto,SP,196
14056,-21.143670361206613,-47.844068117276485,ribeirao preto,SP,133
14057,-21.132829205340816,-47.846432827881905,ribeirao preto,SP,58
14060,-21.140509358148126,-47.8148521160312,ribeirao preto,SP,182
14062,-21.11833752006477,-47.81920902994725,ribeirao preto,SP,24
14065,-21.1339716932665,-47.832311243838774,ribeirao preto,SP,55
14070,-21.112713275054016,-47.79081007447943,ribeirao preto,SP,84
14071,-21.11106687647655,-47.79937672322862,ribeirao preto,SP,51
14075,-21.140244843952534,-47.79106291848945,ribeirao preto,SP,97
14077,-21.12103155137743,-47.781467467367754,ribeirao preto,SP,31
14078,-21.14049592228316,-47.76651818751376,ribeirao preto,SP,35
14079,-21.13412286466589,-47.745779042280645,ribeirao preto,SP,95
14080,-21.154639915189833,-47.80275271383766,ribeirao preto,SP,132
14085,-21.165898166464302,-47.797969175658075,ribeirao preto,SP,175
14090,-21.179893192109983,-47.78842912306862,ribeirao preto,SP,252
14091,-21.19012799690352,-47.78790131270502,ribeirao preto,SP,167
14092,-21.177709840485356,-47.76782007545163,ribeirao preto,SP,93
14093,-21.177891257048426,-47.74337493709183,ribeirao preto,SP,136
14094,-21.252494863546488,-47.817878695442126,ribeirao preto,SP,84
14095,-21.191022995550163,-47.76791416876063,ribeirao preto,SP,143
14096,-21.20131082333704,-47.7779524735565,ribeirao preto,SP,146
14097,-21.209703260011455,-47.740970494342214,ribeirao preto,SP,6
14098,-21.223349032851434,-47.76840018908949,ribeirao preto,SP,135
14110,-21.254547608936225,-47.8152907655656,bonfim paulista,SP,136
14120,-21.23981310767113,-47.97706610477948,dumont,SP,37
14140,-21.339319962321323,-47.737352556997614,cravinhos,SP,208
14150,-21.208159120071993,-47.60162092584304,serrana,SP,185
14160,-21.13723780944055,-47.98924445538586,sertaozinho,SP,172
14161,-21.126001225542073,-47.99894978594183,sertaozinho,SP,46
14165,-21.11700259937824,-47.987587620408725,sertaozinho,SP,38
14166,-21.131057467396257,-47.98156097252699,sertaozinho,SP,62
14169,-21.140824703538467,-47.97348125378793,sertaozinho,SP,66
14171,-21.15214207026132,-47.98716132384969,sertaozinho,SP,20
14177,-21.12951380196119,-48.013678284058315,sertaozinho,SP,153
14178,-21.11476151429044,-48.024031224194275,sertaozinho,SP,26
14179,-21.07509580470384,-47.9009602348426,sertaozinho,SP,20
14180,-21.0264930112105,-48.03716928656765,pontal,SP,188
14200,-21.47477575872919,-47.5616924463303,sao simao,SP,81
14210,-21.55425425078896,-47.701861968009545,luis antonio,SP,95
14240,-21.27443256482517,-47.30547622191414,cajuru,SP,130
14260,-21.281131700398976,-47.16825995372357,cassia dos coqueiros,SP,12
14270,-21.48348869998301,-47.36865063485143,santa rosa de viterbo,SP,163
14300,-20.892832077005902,-47.585039751459725,batatais,SP,339
14312,-20.916468353698388,-47.574216767527176,batatais,SP,1
14315,-20.897753508287284,-47.59026582347454,batatais,SP,6
14340,-20.988926911431513,-47.654618703557226,brodowski,SP,121
14350,-21.02118500746342,-47.377397097077406,altinopolis,SP,77
14390,-21.24732242379185,-47.12564916167219,santo antonio da alegria,SP,32
14400,-20.538924680582515,-47.40138054689607,franca,SP,238
14401,-20.528619284338824,-47.38740999652929,franca,SP,271
14402,-20.523653408304654,-47.364272201308715,franca,SP,125
14403,-20.553623627436437,-47.387359118805556,franca,SP,438
14404,-20.580646788082646,-47.379732796760294,franca,SP,95
14405,-20.528759136177378,-47.411109783856105,franca,SP,280
14406,-20.53661375955687,-47.433583875541835,franca,SP,223
14407,-20.49625076548565,-47.41843378590997,franca,SP,145
14409,-20.498488755380297,-47.396929485900976,franca,SP,147
14412,-20.55227391883551,-47.36041658972938,franca,SP,30
14415,-20.644424619529307,-47.28110045998544,patrocinio paulista,SP,42
14450,-20.30830740964237,-47.59088430465742,jeriquara,SP,11
14460,-20.40795415206762,-47.417913133000404,cristais paulista,SP,30
14470,-20.248446312480414,-47.476741704155444,pedregulho,SP,67
14490,-20.079712422710767,-47.42466662704398,rifaina,SP,24
14500,-20.33141443592605,-47.789388483167954,ituverava,SP,317
