product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
5403528d987ad26e8d7cb25940411987,relogios_presentes,58.0,600.0,3.0,250.0,16.0,2.0,11.0
d73bae3f64cd2c7851bc796e2684f871,esporte_lazer,60.0,1052.0,5.0,600.0,30.0,20.0,20.0
da61f764a3954b7d9367bfd253d44cab,dvds_blu_ray,49.0,917.0,1.0,200.0,20.0,2.0,14.0
fe7e33eaa09b5a4a3d3aa477280db875,fashion_bolsas_e_acessorios,19.0,270.0,1.0,150.0,20.0,10.0,20.0
36cacc00d6c8a439a65077fd08294322,cama_mesa_banho,36.0,734.0,5.0,550.0,16.0,10.0,11.0
8983ab045bb0ef91a6fe60adff5fa7a2,esporte_lazer,56.0,293.0,2.0,1850.0,60.0,15.0,15.0
7b10697c2c3686763958e2c55e8fe2b9,instrumentos_musicais,52.0,648.0,1.0,2750.0,103.0,12.0,17.0
8e6dfb07d2c8f0e078107d9e8d3559af,construcao_ferramentas_seguranca,57.0,230.0,2.0,1850.0,37.0,10.0,26.0
c2a1ff8408a1c857c8730e4d12da714e,utilidades_domesticas,56.0,1221.0,3.0,1450.0,21.0,17.0,22.0
1d116eece9b8bf17edaea2f3bc0f7324,fashion_bolsas_e_acessorios,29.0,107.0,1.0,800.0,16.0,10.0,15.0
a81fc5e66120ebdb295873f74a45c5b7,cama_mesa_banho,49.0,528.0,2.0,2350.0,33.0,8.0,33.0
619d72a5e53d41d7646274a3fa20c2c4,informatica_acessorios,41.0,493.0,1.0,242.0,22.0,14.0,14.0
98ec655119c24de03b804696821f3955,beleza_saude,46.0,586.0,1.0,200.0,20.0,20.0,30.0
63dee6756e0e8bbf04e52803409d4673,pet_shop,49.0,352.0,2.0,4900.0,50.0,20.0,50.0
9ec7999e5c743b8248b0e41e5cc4f47f,market_place,35.0,1186.0,5.0,400.0,35.0,15.0,25.0
c1f92ce1be9e7475e7c8eae32d9e165b,fashion_bolsas_e_acessorios,45.0,385.0,4.0,300.0,16.0,5.0,20.0
0c4389123cecc4ff240dbae7f15ce7e2,moveis_decoracao,59.0,1490.0,3.0,2550.0,105.0,3.0,70.0
b369e02eda28d74a9bd658415b08d7fb,papelaria,42.0,173.0,2.0,700.0,36.0,6.0,29.0
67c6521bb9e469276f84cbb19baff9e3,automotivo,44.0,301.0,1.0,540.0,24.0,20.0,18.0
c0d133f59b1b9482e5b66b398ea60a69,cama_mesa_banho,54.0,235.0,1.0,1900.0,34.0,8.0,32.0
48cb52f0fb8853d4c1d26cdf27612265,automotivo,57.0,862.0,1.0,350.0,20.0,15.0,15.0
26065e1e41411e39b249500b750e0e8d,moveis_decoracao,51.0,1151.0,1.0,12333.0,55.0,54.0,19.0
2635c3e7db0ac6cb3e733cac61ce0ba5,utilidades_domesticas,45.0,466.0,1.0,628.0,21.0,31.0,18.0
9b9005cfa3747d9fa0d544fc9f994c14,ferramentas_jardim,43.0,1067.0,2.0,700.0,33.0,10.0,18.0
ee2a647f1a4639468bc1f9fa3de2263e,cool_stuff,43.0,1000.0,1.0,2100.0,99.0,5.0,47.0
33bdebc0eb4a1862d1c9a9c4dc9d3010,moveis_cozinha_area_de_servico_jantar_e_jardim,28.0,820.0,5.0,1600.0,30.0,10.0,20.0
9de5773a55b6893af083cacd786cde9d,cama_mesa_banho,58.0,381.0,2.0,1600.0,43.0,8.0,33.0
76914818a87f9b6b320e136e17e6ae06,moveis_sala,33.0,317.0,1.0,13800.0,59.0,17.0,58.0
b73465327bc1b605da184574c741e80f,telefonia,59.0,911.0,3.0,355.0,16.0,8.0,12.0
76b7fa5da50b22fe17d1e7bbde661106,moveis_decoracao,52.0,264.0,1.0,650.0,25.0,25.0,25.0
4483c98ea94953839ff0e935627b831d,telefonia,48.0,2004.0,1.0,190.0,30.0,30.0,11.0
72b61ed035f5576359ccf0d2ec7bddf2,esporte_lazer,61.0,990.0,5.0,150.0,26.0,2.0,21.0
dbd024d4182504993ad1e3cd2ee9d9e9,automotivo,38.0,231.0,3.0,100.0,17.0,17.0,17.0
a22e92e1c32bdf3db91e0170a8b18408,esporte_lazer,44.0,1161.0,3.0,3450.0,100.0,15.0,15.0
87b7eba7245c8ab0ebeacd9b853fee69,moveis_decoracao,29.0,593.0,2.0,3750.0,30.0,35.0,30.0
4a300735bc293723103db0d0c1bc1585,telefonia,42.0,661.0,4.0,250.0,16.0,4.0,20.0
b6527fd2b82f88a641b6105833c22428,brinquedos,42.0,669.0,1.0,1550.0,43.0,44.0,43.0
c50795b5c94dd185b2cee1d28a41d752,telefonia,52.0,823.0,2.0,300.0,16.0,22.0,11.0
7276b9bd8445d938495e0f0736b3a2ba,ferramentas_jardim,28.0,887.0,5.0,30000.0,75.0,50.0,50.0
ff55834c0b3272853dfe62340f2bb91b,relogios_presentes,52.0,150.0,4.0,250.0,16.0,2.0,11.0
b969a0b5d4b1c5c7458bf16c0ad407ad,eletronicos,31.0,369.0,1.0,150.0,25.0,7.0,16.0
06061c9fd664126ac731a142995fa893,casa_construcao,52.0,451.0,1.0,900.0,40.0,15.0,44.0
96b84df3582b12cc062543cee325b38e,fashion_bolsas_e_acessorios,30.0,128.0,2.0,100.0,16.0,9.0,11.0
d9d3c966af100aeb7047ac8b59a70d4c,cama_mesa_banho,51.0,684.0,1.0,1800.0,30.0,10.0,38.0
194e74feac1f84a8ee5a517d4b3e107a,pcs,59.0,3913.0,2.0,14150.0,52.0,27.0,52.0
fe7ad3e3828f32193dfbe6359f733a8f,brinquedos,48.0,609.0,3.0,823.0,25.0,28.0,28.0
c8f47078677998140708abd3c0aa15ec,cool_stuff,54.0,998.0,1.0,2850.0,42.0,25.0,15.0
86b8032cbb666ec9ca1f2aa4d4cace06,esporte_lazer,52.0,801.0,5.0,418.0,18.0,7.0,13.0
310dc32058903b6416c71faff132df9e,papelaria,36.0,326.0,1.0,300.0,16.0,10.0,11.0
9a24a6e49842bf0d95c661b7ea0315dc,esporte_lazer,47.0,1149.0,1.0,1080.0,32.0,24.0,23.0
2d7ec74c6f93ad8234f2e29817b2827b,bebes,54.0,305.0,6.0,1400.0,40.0,30.0,30.0
734418e6339df0a5e98e770bc214d4e3,livros_interesse_geral,42.0,1223.0,6.0,500.0,22.0,3.0,13.0
644c433cb1ef2cc92f9502a618c371be,relogios_presentes,41.0,734.0,1.0,417.0,18.0,11.0,12.0
cd2f5c10e4e8dbc701f0bb68a09fdfe8,agro_industria_e_comercio,54.0,1874.0,7.0,16100.0,40.0,42.0,36.0
6506fe6d39dbfe5539082b749f6654c8,cama_mesa_banho,58.0,393.0,1.0,600.0,16.0,10.0,16.0
d3257d83b50d04301c9d969a0e2ec4ee,relogios_presentes,60.0,89.0,4.0,250.0,16.0,2.0,11.0
b67cd67cd2214acabb3259f7e6d1047e,moveis_decoracao,59.0,2055.0,3.0,600.0,68.0,8.0,13.0
147df4d924f569e480fbd77099707f08,cool_stuff,63.0,1066.0,6.0,14100.0,46.0,33.0,27.0
b490e3c1ee135c29b1fea7c377dfd0ce,moveis_decoracao,49.0,627.0,1.0,450.0,25.0,5.0,20.0
e1d6e56531bd9c3dfad4f905f81072c7,cama_mesa_banho,58.0,192.0,1.0,1400.0,46.0,2.0,36.0
e338f548cda0b52650b9acfd317a74db,fashion_bolsas_e_acessorios,40.0,444.0,4.0,150.0,16.0,5.0,20.0
1db1301d6b2401401a26dd1aabcb809e,agro_industria_e_comercio,60.0,864.0,1.0,4600.0,22.0,22.0,22.0
fbb05e4acf9348440b40d667795c057e,informatica_acessorios,52.0,159.0,2.0,2800.0,34.0,35.0,29.0
578e6e457425cbed603f5787ecf54b2a,automotivo,52.0,373.0,1.0,17200.0,50.0,30.0,30.0
829e27d905ccac1f24f6dd5c5898de89,utilidades_domesticas,48.0,659.0,2.0,3000.0,45.0,13.0,25.0
3bf87d2001b8176e6a3ad804b80774b4,moveis_escritorio,46.0,1157.0,1.0,14775.0,63.0,60.0,25.0
7501e40e8bc7a7db7c2f4b005e1dddcb,informatica_acessorios,59.0,1949.0,5.0,650.0,25.0,11.0,15.0
2c23d4e9b76629ed407ba453e405034f,beleza_saude,48.0,426.0,1.0,800.0,18.0,18.0,18.0
eb8dbe7d2dd22ab3547925e49a78feb3,esporte_lazer,48.0,831.0,1.0,650.0,18.0,18.0,18.0
65bb1c5a918d2876d7a0262774887d86,moveis_decoracao,60.0,953.0,7.0,900.0,32.0,17.0,30.0
dd68bcbc459a7f8b1e8d41efd8e076b3,papelaria,43.0,785.0,3.0,1825.0,38.0,21.0,38.0
479a69148e08e997f6f13dd2f4723b6c,automotivo,41.0,348.0,1.0,1600.0,55.0,15.0,15.0
e2f1ccf86759df28dd1e9f2e0e3242d4,beleza_saude,53.0,934.0,3.0,400.0,18.0,9.0,28.0
5788687ad396e23d2c0332354be2d918,papelaria,27.0,729.0,1.0,300.0,16.0,16.0,11.0
eb048e296b8db6cd64b1bafd9500786c,cama_mesa_banho,52.0,149.0,1.0,250.0,16.0,10.0,16.0
99c97d191bcc87e072acc4521bce44d4,eletrodomesticos_2,33.0,111.0,1.0,7350.0,44.0,14.0,30.0
4a6bed9678fe2fa40d7a84063fde6f89,fashion_bolsas_e_acessorios,44.0,117.0,3.0,150.0,16.0,5.0,11.0
ff8ff756fe1137ed22300ccd2190703a,eletronicos,51.0,521.0,1.0,200.0,21.0,7.0,18.0
9794fba8c8aa64ab4fece2d3cbe731e9,moveis_decoracao,25.0,383.0,3.0,1350.0,35.0,24.0,25.0
721fda30a0b343c44e828d8402b41cf2,brinquedos,58.0,462.0,2.0,400.0,16.0,23.0,15.0
9c5c6989f78912e5eca376eb0eda483f,beleza_saude,57.0,2453.0,1.0,1150.0,22.0,5.0,16.0
34dabb8af33b3756cf72df05fb327011,tablets_impressao_imagem,56.0,512.0,1.0,300.0,26.0,10.0,26.0
5775f1aefafa94f9a918963986b77613,informatica_acessorios,38.0,553.0,2.0,773.0,19.0,20.0,12.0
aefb222adb91095556d8aee8ccd7f97f,utilidades_domesticas,60.0,614.0,1.0,4250.0,30.0,35.0,30.0
c5cb254d666e4420d56b5dc67ff59d29,informatica_acessorios,55.0,92.0,1.0,50.0,16.0,3.0,11.0
4c1e109ecdf58453de365d217cefa64c,pet_shop,37.0,1219.0,2.0,974.0,26.0,30.0,28.0
5c1edf5ddada2c189588fd0a21130e36,cool_stuff,51.0,462.0,1.0,1330.0,28.0,31.0,21.0
d328fcf582df161878940a0edb77761a,informatica_acessorios,41.0,559.0,2.0,300.0,16.0,6.0,13.0
4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,54.0,1598.0,1.0,250.0,16.0,15.0,16.0
817a68e75e8fc94fa28915d8169d67bf,,,,,800.0,40.0,5.0,50.0
967a628ee966c8a0a167ed5efaba52a0,moveis_decoracao,52.0,1384.0,3.0,12880.0,48.0,43.0,49.0
e4a8b44a9559141ca439903f116bbbd4,bebes,58.0,340.0,2.0,14150.0,55.0,30.0,55.0
6ddc47ca7a57816752ed7bfc1f9757e3,moveis_decoracao,60.0,304.0,3.0,600.0,100.0,15.0,15.0
794bf14b91dcd92fd3cd35a45d6a83e4,fashion_roupa_masculina,47.0,316.0,2.0,400.0,16.0,5.0,16.0
1ede3c17889b7e18f4ac33d2fd0bef96,moveis_decoracao,33.0,1200.0,1.0,14033.0,101.0,8.0,57.0
4a6a95ce8da4776d4bfe26375f667985,utilidades_domesticas,46.0,630.0,3.0,1200.0,22.0,30.0,22.0
6bbe55cf8f85c87b6eebb775a53402f4,tablets_impressao_imagem,54.0,512.0,1.0,283.0,22.0,12.0,21.0
8ed094bfe076c568f6bb10feada3f75d,moveis_escritorio,43.0,1128.0,1.0,16133.0,63.0,59.0,25.0
b0c1e71a37e29bd3d463eb93e4861c6a,brinquedos,43.0,183.0,3.0,700.0,26.0,15.0,26.0
1a4eccba16567c9ffa6e98d0f552a883,utilidades_domesticas,52.0,164.0,2.0,8950.0,95.0,6.0,45.0
e87b2200e1df21f624eea3e9bd087dc0,brinquedos,23.0,234.0,1.0,350.0,17.0,14.0,12.0
2531bf4f54beb9037615a37b8a9754c7,cool_stuff,39.0,3210.0,3.0,575.0,23.0,16.0,18.0
361009da0572b0d1d961d347f10e09b1,moveis_sala,62.0,302.0,2.0,5000.0,45.0,66.0,14.0
192d363be840c4c307c77a1880c1d8d6,beleza_saude,56.0,1670.0,1.0,300.0,28.0,24.0,11.0
dd89d65fbdcdde1b2dd534d255797c71,beleza_saude,42.0,791.0,1.0,200.0,22.0,2.0,15.0
fd9222f5293048868b832e5179fa3ec5,bebes,55.0,973.0,2.0,2950.0,32.0,22.0,16.0
88f07c54aaac38face5f27e7d71922f8,fashion_bolsas_e_acessorios,63.0,328.0,4.0,150.0,16.0,5.0,11.0
9ae12b29023f393609663f7e954400d7,cama_mesa_banho,30.0,215.0,1.0,300.0,33.0,5.0,23.0
2fb02cd08d14624e7ed0d6c6e3c093c8,pet_shop,63.0,1451.0,3.0,900.0,35.0,20.0,45.0
7a5c07212703b5f01ee199d29a29a587,cool_stuff,60.0,530.0,4.0,350.0,16.0,11.0,11.0
4b4a4a757b32080f88805beb030d7955,papelaria,50.0,893.0,10.0,800.0,30.0,40.0,11.0
a0245537bc3dfec325899fcd716f70cc,instrumentos_musicais,55.0,968.0,5.0,6600.0,30.0,30.0,30.0
057041a5c3e1080ad700db092badca71,cama_mesa_banho,59.0,395.0,1.0,8950.0,40.0,25.0,48.0
c67b3dcc9c4490a8f7e41abd65cf9eab,eletroportateis,52.0,214.0,1.0,250.0,16.0,35.0,25.0
10feace590e85f3804756b2fc1f6bbda,eletrodomesticos,46.0,147.0,2.0,1200.0,20.0,12.0,15.0
66e0e2eae7c7ea6eae5a004c80a22bc2,relogios_presentes,35.0,606.0,3.0,700.0,23.0,15.0,19.0
4d272fe20c57c64dc74b3db191fc31ef,cama_mesa_banho,45.0,113.0,1.0,350.0,40.0,4.0,30.0
9c46567584228684abb9695a398d0f18,utilidades_domesticas,59.0,324.0,4.0,550.0,20.0,15.0,15.0
ff29d8cb1cd0cd5ea37b80dac9939e1c,eletronicos,47.0,485.0,1.0,200.0,30.0,10.0,20.0
6d37e202f4afe0a1539c872d21e45650,informatica_acessorios,38.0,247.0,3.0,1300.0,20.0,30.0,20.0
42a2efd39155b59e16bac90081495285,relogios_presentes,35.0,1073.0,1.0,348.0,18.0,11.0,15.0
3a8bbcf3084a3e388588a1b43e188d81,informatica_acessorios,39.0,1313.0,1.0,700.0,31.0,13.0,11.0
965ed8ce606fae58ee076e77023d9a0b,relogios_presentes,54.0,780.0,2.0,300.0,16.0,11.0,20.0
e8b0fa506cda44528a15318cef8a27a0,informatica_acessorios,41.0,726.0,2.0,1240.0,15.0,5.0,9.0
e306ca54c91b21392317d5b4632c9fe3,consoles_games,42.0,778.0,1.0,700.0,26.0,12.0,18.0
b008888e5e01a5c9da36306228e900d1,pcs,60.0,1091.0,1.0,12100.0,50.0,50.0,25.0
4100a608bd0aa524b06ffefba973707b,beleza_saude,39.0,798.0,1.0,688.0,17.0,13.0,16.0
32dfa38395ccd47d7b320470b0514fee,cama_mesa_banho,58.0,505.0,2.0,150.0,16.0,10.0,16.0
6c8408bde0e2dd939bade6cdbd789b65,automotivo,49.0,469.0,1.0,1200.0,20.0,10.0,20.0
95f76a3205f55d54b001e730486c6737,cama_mesa_banho,60.0,870.0,1.0,17800.0,58.0,40.0,50.0
389c7d7f59a980be2afbe84d648cd80f,utilidades_domesticas,36.0,808.0,2.0,300.0,16.0,25.0,11.0
3e0bc37e01b5c85e125dbaef7cc3f0ad,eletroportateis,58.0,566.0,3.0,3150.0,37.0,30.0,21.0
0649f548e3fa70d40eb8fd98ecfe6322,telefonia,30.0,355.0,1.0,50.0,19.0,3.0,11.0
e4bc26706c5391433592fc23fecce0c7,moveis_decoracao,58.0,1750.0,3.0,2500.0,105.0,3.0,70.0
33a07ea8a7b3dbab277c180e9f1233ea,automotivo,43.0,421.0,1.0,2000.0,20.0,21.0,15.0
ac5e164e2eda939ffa46593f90077f9a,fashion_calcados,35.0,222.0,5.0,400.0,29.0,12.0,23.0
8c35dc99b37ba51780800ba049ed3616,papelaria,52.0,157.0,1.0,350.0,24.0,7.0,14.0
96ef18649cc53717e0028b36c7c69774,moveis_decoracao,52.0,485.0,2.0,500.0,35.0,8.0,35.0
5b4c7b13dcff7e66567504d1b2a46ae3,esporte_lazer,31.0,676.0,1.0,325.0,16.0,5.0,12.0
4aca38e787c979a6106440c7a63036b4,brinquedos,55.0,1107.0,1.0,1600.0,40.0,15.0,35.0
b5d80a1b72c94ff284760dabb4fb776b,,,,,400.0,16.0,15.0,15.0
e85fbac9d80b832ba812bc5d7ffe236d,sinalizacao_e_seguranca,43.0,350.0,1.0,2350.0,21.0,35.0,21.0
6e7b435ac3c84fc5348dba974e184322,perfumaria,42.0,299.0,1.0,280.0,17.0,14.0,14.0
c9996076c21558c4878c8d2fed12c45a,brinquedos,53.0,465.0,6.0,1867.0,25.0,18.0,25.0
36f60d45225e60c7da4558b070ce4b60,informatica_acessorios,33.0,300.0,1.0,207.0,19.0,11.0,14.0
9321b2e4e8fe357fe2e3bad624229bd5,perfumaria,41.0,718.0,1.0,517.0,18.0,12.0,19.0
c6a5b2b8610b3206be072c211b70ba69,papelaria,52.0,223.0,5.0,5850.0,60.0,20.0,29.0
c252ac6ba12ddd61a54b4fd73f223e7e,esporte_lazer,55.0,1392.0,1.0,1150.0,16.0,16.0,16.0
09364ccfda8448d03ae4082f6044b16e,informatica_acessorios,56.0,924.0,1.0,200.0,16.0,10.0,16.0
84bafdce8540f697ae16b41858256867,automotivo,47.0,293.0,3.0,50.0,20.0,4.0,16.0
98354ddeaeae40bd6b705381191a9ffc,informatica_acessorios,59.0,391.0,1.0,900.0,30.0,15.0,15.0
5e5d267a41f3d8bb608c2f0bd4b4972f,relogios_presentes,57.0,536.0,1.0,357.0,17.0,12.0,16.0
d1d3cf795364e3380f9412941d8a8758,beleza_saude,52.0,1649.0,1.0,200.0,22.0,5.0,15.0
722a703d9aadc6e807aed5512eb447c7,alimentos,23.0,936.0,1.0,500.0,23.0,23.0,17.0
80103e141ed0da3b1d63cb0c7d1f7d48,telefonia,36.0,316.0,1.0,150.0,17.0,17.0,17.0
9835bbd4ce057f9d65bc826bd578c93d,beleza_saude,60.0,488.0,4.0,550.0,21.0,4.0,15.0
e6666bfb776cebb5e0e1cdf2410f7490,automotivo,60.0,1693.0,8.0,3100.0,46.0,14.0,25.0
d5ad1429503cdb3871407ed2e8fbf859,moveis_decoracao,37.0,626.0,3.0,1363.0,36.0,6.0,32.0
a5341e3f8155dbb3e62323d3ea289729,moveis_decoracao,50.0,422.0,7.0,2850.0,40.0,5.0,44.0
fd220f6fd5a3f13ef9db07428f9c935d,bebes,51.0,1438.0,6.0,280.0,17.0,6.0,11.0
f9377612042bc929a4aae64a8dbc58da,automotivo,60.0,1957.0,1.0,50.0,18.0,10.0,16.0
c11df8bc488c72d5f966012f8cc81662,eletrodomesticos,55.0,218.0,1.0,200.0,18.0,8.0,13.0
22dfa7d077d1088aba3095c67ee10a9a,informatica_acessorios,58.0,141.0,1.0,200.0,42.0,9.0,25.0
a6a86219152d22366ffe68794aa1c219,telefonia,50.0,500.0,1.0,88.0,19.0,4.0,11.0
762e9c384b4752bbcbea568e3d89856f,pet_shop,25.0,236.0,2.0,200.0,21.0,16.0,17.0
828c579b949972bdea5cf2203faf4563,casa_conforto,34.0,479.0,1.0,800.0,20.0,20.0,20.0
15c53c3819865dc1083cf45b3b888b43,relogios_presentes,59.0,324.0,5.0,280.0,30.0,30.0,30.0
775917a2882dceb1d02aaa6b1abc1b24,moveis_decoracao,58.0,408.0,2.0,8050.0,52.0,18.0,35.0
5f24f9f041b1ab4de5de1b37994952d8,eletrodomesticos,60.0,208.0,1.0,2250.0,18.0,8.0,13.0
f26157889d4e8ee5b3cbcce8e51c7d2f,esporte_lazer,32.0,534.0,4.0,2350.0,30.0,25.0,15.0
dd0286e208604a3b60d3d0653981dbd7,telefonia,46.0,772.0,2.0,163.0,18.0,8.0,13.0
e3ffa5b25f4a372e7ccf597b6ceb6c90,bebes,57.0,2049.0,2.0,600.0,65.0,11.0,11.0
08ca55f13fdc7712bc93387c2f66e3a4,beleza_saude,57.0,2306.0,1.0,200.0,22.0,10.0,15.0
f42892b40225227fe465626ff509a92e,casa_conforto,58.0,335.0,1.0,1750.0,45.0,15.0,35.0
83e2059df06602e05d9bc1abf28166ac,moveis_decoracao,57.0,1722.0,2.0,550.0,52.0,11.0,11.0
ab5da1daa941470d14366f4e76a99dd2,eletrodomesticos,57.0,953.0,3.0,100.0,30.0,10.0,15.0
a19b6951c75da43aad691622dd2f6abe,moveis_decoracao,44.0,789.0,1.0,650.0,20.0,35.0,20.0
493943f1f8fe6655c30dfea68ffda600,papelaria,45.0,148.0,1.0,100.0,16.0,5.0,16.0
fa7be99321f2dbb1e518d2139ccb1d39,esporte_lazer,63.0,1908.0,5.0,500.0,27.0,15.0,20.0
37c269354554b312f0c614582c19cf91,cama_mesa_banho,53.0,349.0,1.0,1100.0,39.0,17.0,33.0
610c673331ac3c4fa0f393ce5af9aa2e,eletronicos,43.0,381.0,1.0,150.0,22.0,11.0,16.0
3ebda2ff30d61d8c324e647948bbc6d0,bebes,53.0,403.0,1.0,200.0,24.0,3.0,19.0
c1aaab8bfc16d73c6829b879f558fad4,automotivo,36.0,250.0,1.0,1050.0,40.0,4.0,30.0
dd4924bdb39ff70888cda30b57f46035,cama_mesa_banho,59.0,577.0,2.0,10950.0,51.0,23.0,51.0
29bcbac6eec9fa5e51f01225e8004c93,casa_conforto,60.0,217.0,3.0,6700.0,50.0,20.0,40.0
bdd59148fd23281bb706539815e39bf3,perfumaria,57.0,598.0,1.0,450.0,18.0,18.0,18.0
3948f284081821f4e27ba8c23d4cbc9a,brinquedos,26.0,344.0,1.0,1825.0,33.0,19.0,45.0
2814b5e91ca5da1c238fc3ddf9616832,beleza_saude,58.0,1058.0,6.0,350.0,16.0,7.0,20.0
1928afdd082c046af569f70558516d11,fashion_bolsas_e_acessorios,59.0,236.0,1.0,100.0,21.0,9.0,14.0
97a0fca3502276570a22f65e739f3dcd,utilidades_domesticas,46.0,492.0,1.0,835.0,29.0,43.0,21.0
71a7800a633691de8ecdd17463335e2e,construcao_ferramentas_jardim,49.0,1845.0,5.0,550.0,20.0,16.0,30.0
92e22f96f92bc2dc5d6504f301010a34,automotivo,60.0,863.0,1.0,1500.0,40.0,14.0,40.0
4819da1e57bea0eb01d096e4f0d7d5fd,esporte_lazer,53.0,675.0,1.0,900.0,16.0,23.0,16.0
9820e04e332fc450d6fd975befc1bc28,,,,,10800.0,40.0,40.0,30.0
f35013cb05a9538a4428fa6161b2c96b,cama_mesa_banho,60.0,680.0,1.0,1275.0,19.0,17.0,23.0
60c93709754c1b56d6fcc7187a4810f3,utilidades_domesticas,57.0,685.0,1.0,2700.0,30.0,30.0,30.0
dc52f0f5d3ec37a93eaf956cde4e5d2c,relogios_presentes,60.0,539.0,7.0,400.0,16.0,2.0,20.0
d7db906531fe298de06721345a86828e,relogios_presentes,50.0,521.0,1.0,342.0,18.0,12.0,12.0
d2f5484cbffe4ca766301b21ab9246dd,informatica_acessorios,51.0,448.0,1.0,180.0,16.0,9.0,16.0
b2b7267fcaf435c1d6ff0fe43b6716d4,fashion_bolsas_e_acessorios,59.0,412.0,1.0,200.0,16.0,2.0,20.0
f8ccd11a8dd63145c9a4ad4424195c77,brinquedos,50.0,735.0,3.0,600.0,20.0,16.0,17.0
7e9b52ab8c9b4c0fa93e431e8c3975e4,casa_construcao,41.0,500.0,2.0,117.0,19.0,15.0,17.0
3c5ba90e09547db90868e803d139de30,moveis_decoracao,20.0,262.0,1.0,8800.0,36.0,47.0,36.0
eb58d9eb4488178a84d9df65e7a42ad4,utilidades_domesticas,58.0,743.0,2.0,920.0,50.0,10.0,40.0
c7df652246ed7b3300aaf46960c141e4,beleza_saude,28.0,1455.0,1.0,683.0,29.0,15.0,22.0
1cf0c9095608952cb1c65c4789946375,eletronicos,52.0,293.0,2.0,275.0,28.0,9.0,22.0
272e51f7fc982529466144f8b68ec58e,market_place,42.0,319.0,4.0,3850.0,60.0,20.0,20.0
034abfb9b758233fd393bd361d4ec599,moveis_decoracao,63.0,259.0,1.0,900.0,40.0,3.0,40.0
04ca6bf4b3d9aa78046f0973efe2f4b1,sinalizacao_e_seguranca,46.0,916.0,8.0,750.0,16.0,20.0,16.0
0c0caad13e2d2bf4efb9856075ad1120,utilidades_domesticas,55.0,372.0,4.0,6700.0,64.0,23.0,48.0
b41d86054cccdd1d4bb6c1835bfee57c,beleza_saude,42.0,376.0,1.0,500.0,23.0,5.0,11.0
2e80de39baa315ca5657caf93b47593b,fashion_bolsas_e_acessorios,41.0,487.0,2.0,14900.0,27.0,60.0,41.0
688ad0169550f8e2eb0307b61df3ba12,cama_mesa_banho,41.0,515.0,2.0,1050.0,35.0,10.0,45.0
905434463b9e660873f4c2833b75ae07,pet_shop,55.0,800.0,1.0,11450.0,42.0,65.0,55.0
e275b12a1775bcc17af5524af5ba80b4,,,,,500.0,35.0,7.0,40.0
a4fa3b8fa5953b0bd18bf4e0b4de499d,cama_mesa_banho,58.0,189.0,1.0,1350.0,46.0,2.0,36.0
0d2865788d929343bde828269ea3dd8e,beleza_saude,55.0,424.0,1.0,1925.0,37.0,6.0,37.0
c41394a593b75e8e4f3d1fb5e93e151e,esporte_lazer,60.0,1332.0,2.0,28500.0,105.0,65.0,25.0
f80214fd7d681d1dcf12b3acaf4f0da7,moveis_escritorio,45.0,1156.0,1.0,12250.0,63.0,58.0,24.0
306e3f4a01df9f621c3b841e21f4018b,informatica_acessorios,37.0,163.0,1.0,1133.0,27.0,19.0,19.0
81e32892fb8587aa24b175d42bb6bfcc,utilidades_domesticas,46.0,602.0,1.0,2075.0,47.0,26.0,21.0
75a97eddd2c4f87073f7ae075a32989f,utilidades_domesticas,23.0,415.0,1.0,400.0,30.0,30.0,30.0
4b6c44983d57ae2a934d661aca96d267,cama_mesa_banho,55.0,247.0,1.0,1150.0,38.0,10.0,38.0
3b4db17ce4f2c8731f83b093db7aa0b1,market_place,56.0,1376.0,3.0,1750.0,32.0,10.0,40.0
01ef0716b68c8493434ad32430c24e18,cama_mesa_banho,59.0,641.0,2.0,1250.0,16.0,10.0,16.0
729a3a9189a4303bd9b7e441aa0ae043,moveis_cozinha_area_de_servico_jantar_e_jardim,39.0,444.0,1.0,1700.0,30.0,13.0,16.0
963d31ba36326bbc6c8da3be482de3c6,bebes,58.0,2705.0,6.0,800.0,34.0,14.0,31.0
94021629fe94938c83a4bcd146938d8b,telefonia,49.0,374.0,2.0,100.0,19.0,3.0,12.0
61df31fa1090e36db0b04775b1df4b10,perfumaria,56.0,1132.0,2.0,350.0,23.0,7.0,18.0
0198a991deae439205851e71a7b0bdf7,moveis_decoracao,63.0,157.0,3.0,12600.0,74.0,8.0,74.0
c4fa0206ee58c2694c9642e6483b576a,perfumaria,51.0,784.0,2.0,525.0,16.0,15.0,16.0
57d79905de06d8897872c551bfd09358,telefonia,59.0,540.0,4.0,300.0,17.0,4.0,12.0
bf04528618b481f107b7ea5747432102,eletrodomesticos_2,46.0,1147.0,2.0,300.0,16.0,11.0,16.0
7c91038b7370c2ea3343e1472be3e97c,cool_stuff,35.0,596.0,4.0,200.0,17.0,9.0,14.0
21634fadc73ca34ac36813b02f1f10c8,utilidades_domesticas,51.0,906.0,3.0,800.0,44.0,14.0,35.0
24016cd8f7a556eaaf043552e23df9f4,utilidades_domesticas,48.0,410.0,1.0,650.0,25.0,10.0,20.0
